ECLI,Ref_ECLI,Anchor text,Paragraph
ECLI:NL:HR:2000:AA5658,ECLI:NL:HR:2000:AA5658,"Montedison, onvoldoende feiten heeft ge-steld waaruit kan volgen dat Montedison","4.13.3 Onderdeel 12a keert zich in de derde plaats tegen 's Hofs oordeel in rov. 4.24, derde zin, waarin het Hof overweegt dat de curator tegenover de gemotiveerde be-twisting door Montedison, onvoldoende feiten heeft ge-steld waaruit kan volgen dat Montedison als werkgeefster van [oud-werknemer] aansprakelijk is voor de gewraakte handelingen van [oud-werknemer] die werden verricht in zijn hoedanigheid van procuratiehouder en commissaris van Domp, van bestuurder van of anderszins beleidsbepaler bij andere ""Fender ven-nootschappen"" of in privé. "
ECLI:NL:HR:2000:AA5658,ECLI:NL:HR:2000:AA5658,Montedison  heeft geen geld aan Domp onttrokken. De hiervoor in 3.1 onder (ix) en (x) bedoelde terugbetaling op aan Domp ge-leend geld kan volgens Montedison niet als onrechtmatig worden aangemerkt. Montedison,"Montedison heeft, samengevat weergegeven, tot haar verweer aangevoerd dat zij na 30 september 1988 en met name met betrekking tot het besluit van 1 oktober 1988 tot uitkering van het interimdividend en van de vrije reserves, niet verantwoordelijk is. Na 30 september 1988 behoorden de aandelen toe aan Fender B.V. Montedison  heeft geen geld aan Domp onttrokken. De hiervoor in 3.1 onder (ix) en (x) bedoelde terugbetaling op aan Domp ge-leend geld kan volgens Montedison niet als onrechtmatig worden aangemerkt. Montedison is niet aansprakelijk voor door [oud-werknemer] toegebrachte schade omdat deze niet heeft gehandeld als werknemer van Montedison of in haar op-dracht. Na 30 september 1988 heeft [oud-werknemer] zelf de koers van Domp binnen het Fender concern bepaald. Montedison  is daarom niet voor handelingen van [oud-werknemer] aansprakelijk."
ECLI:NL:RBROE:2000:AA5447,ECLI:NL:RBROE:2000:AA5447,arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068180-99,"De rechtbank heeft kennis genomen van de processtukken, waaronder het vonnis van de arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068180-99, waarbij Slachthuis [verdachte] B.V. voornoemd is veroordeeld wegens"
ECLI:NL:RBROE:2000:AA5449,ECLI:NL:RBROE:2000:AA5449,arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068176-99,"De rechtbank heeft kennis genomen van de processtukken, waaronder het vonnis van de arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068176-99, waarbij [verdachte] voornoemd is veroordeeld wegens medeplegen van overtreding van een voorschrift, gesteld bij artikel 4 van de Destructiewet, meermalen gepleegd, opzettelijk begaan."
ECLI:NL:RBROE:2000:AA5451,ECLI:NL:RBROE:2000:AA5451,arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068174-99,"De rechtbank heeft kennis genomen van de processtukken, waaronder het vonnis van de arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068174-99, waarbij [verdachte] voornoemd is veroordeeld wegens:"
ECLI:NL:RBROE:2000:AA5453,ECLI:NL:RBROE:2000:AA5453,arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068177-99,"De rechtbank heeft kennis genomen van de processtukken, waaronder het vonnis van de arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068177-99, waarbij [verdachte] B.V. voornoemd is veroordeeld wegens medeplegen van overtreding van een voorschrift, gesteld bij artikel 4 van de Destructiewet, meermalen gepleegd, opzettelijk begaan, begaan door een rechtspersoon."
ECLI:NL:RBROE:2000:AA5455,ECLI:NL:RBROE:2000:AA5455,arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068179-99,"De rechtbank heeft kennis genomen van de processtukken, waaronder het vonnis van de arrondissementsrechtbank te Roermond d.d. 12 april 2000 in de zaak met parketnummer 04/068179-99, waarbij V.O.F. Slachterij [verdachte] voornoemd is veroordeeld wegens medeplegen van overtreding van een voorschrift, gesteld bij artikel 4 van de Destructiewet, meermalen gepleegd, opzettelijk begaan, begaan door een rechtspersoon."
ECLI:NL:RVS:2000:AA5475,ECLI:NL:RVS:2000:AA5475,199900467/1. Datum uitspraak: 3 april 2000,199900467/1. Datum uitspraak: 3 april 2000
ECLI:NL:HR:2000:AP0565,ECLI:NL:HR:2000:AP0565,9 juni 2000 Eerste Kamer Nr. C99/248HR CP Hoge Raad der Nederlanden,"9 juni 2000 Eerste Kamer Nr. C99/248HR CP Hoge Raad der Nederlanden Arrest in de zaak van: de stichting STICHTING TER EXPLOITATIE VAN NABURIGE RECHTEN SENA, gevestigd te Hilversum, EISERES tot cassatie, advocaat: jhr. mr. J.L.R.A. Huydecoper, t e g e n de stichting NEDERLANDSE OMROEP STICHTING NOS, gevestigd te Hilversum, VERWEERSTER in cassatie, advocaat: mr. R.S. Meijer. 1. Het geding in feitelijke instanties..."
ECLI:NL:GHAMS:2000:AA7654,ECLI:NL:GHAMS:2000:AA7654,ELRO-nummer: AA7654,ELRO-nummer: AA7654 Zaaknr: 683/99 KG
ECLI:NL:HR:2001:AA9668,ECLI:NL:HR:2001:AA9668,26 januari 2001 Eerste Kamer Rek.nr. R00/138HR Hoge Raad der Nederlanden,"26 januari 2001 Eerste Kamer Rek.nr. R00/138HR Hoge Raad der Nederlanden Arrest in de zaak van: [Verzoeker], wonende te [woonplaats], VERZOEKER tot cassatie, advocaat: mr. P. Memelink. 1. Het geding in feitelijke instanties..."
ECLI:NL:RBLEE:2001:AB1307,ECLI:NL:RBLEE:2001:AB1307,arrondissementsrechtbank te Leeuwarden d.d. 19 april 2001 in de zaak met parketnummer 17/075382-00,"Beslissing van de arrondissementsrechtbank te Leeuwarden d.d. 19 april 2001 in de zaak met parketnummer 17/075382-00 tegen de Togolese asielzoeker die verdacht wordt van moord op een mede-asielzoeker, gepleegd op 24 juli 2000 te Damwoude."
ECLI:NL:GHLEE:2001:AB1781,ECLI:NL:GHLEE:2001:AB1781,762/00                                                              18 mei 2001                                                                                                                     Uitspraak van het Gerechtshof te Leeuwarden,"Nr. 762/00                                                              18 mei 2001                                                                                                                     Uitspraak van het Gerechtshof te Leeuwarden, derde enkelvoudige belastingkamer, op het beroep van X te Z tegen de uitspraak van het hoofd van de eenheid Particulieren van de Belastingdienst te Leeuwarden (hierna: de inspecteur), gedaan op het bezwaarschrift van belanghebbende tegen de hem opgelegde aanslag in de inkomstenbelasting/premie volksverzekeringen voor het jaar 1999."
ECLI:NL:HR:2001:ZC3575,ECLI:NL:HR:2001:ZC3575,13 juli 2001 Vakantiekamer Nr. C99/288HR CP Hoge Raad der Nederlanden,"13 juli 2001 Vakantiekamer Nr. C99/288HR CP Hoge Raad der Nederlanden Arrest in de zaak van: SHIELD MARK B.V., gevestigd te Rotterdam, EISERES tot cassatie, advocaat: mr. T. Cohen Jehoram, t e g e n [verweerder] h.o.d.n. MEMEX, wonende te [woonplaats], VERWEERDER in cassatie, niet verschenen. 1.Het geding in feitelijke instantie..."
ECLI:NL:HR:2001:ZC3681,ECLI:NL:HR:2001:ZC3681,HUIZE BETHESDA,"1. STICHTING VERPLEEGINRICHTING VOOR BEJAARDEN HUIZE BETHESDA,"
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"Mr. Johan WIND, in zijn hoedanigheid van curator in het faillissement van de besloten vennootschap met beperkte aansprakelijkheid Vlimeta B.V., kantoorhoudende te Middelburg,"
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"Bij vonnis van 28 september 1994 heeft de Rechtbank te Middelburg de besloten vennootschap Vlimeta B.V. (hierna: Vlimeta) failliet verklaard, met benoeming van verweerder in cassatie - verder te noemen: de curator - tot curator."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"Mefigro en [eiser 2] hoofdelijk, in die zin dat wanneer de één betaald heeft de ander zal zijn bevrijd, te veroordelen aan de curator te betalen het bedrag van de schulden van Vlimeta voorzover die niet door vereffening van de overige baten van Vlimeta kunnen worden voldaan, nader op te maken bij staat en te vereffenen volgens de wet, vermeerderd met de wettelijke rente met ingang van 24 mei 1995."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,(i) Bij vonnis van 28 september 1994 is Vlimeta in staat van faillissement verklaard en de curator als zodanig aangesteld. De activiteiten van Vlimeta betroffen handel in schroot.
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"(ii) [Eiser 2] is ingeschreven in het Handelsregister als bestuurder van Vlimeta, met als datum van aantreden in die functie 8 februari 1990."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,(iii) Mefigro is sinds 4 oktober 1989 enig aandeelhoudster van Vlimeta.
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"(iv) Tussen Vlimeta en Mefigro bestond een managementovereenkomst. Daarin is onder meer vastgelegd dat Mefigro alle administratieve, organisatorische en machine onderhoudswerkzaamheden van Vlimeta op zich nam. Zij zou daarvoor een managementfee ontvangen van 25% van de bruto-omzet van Vlimeta per jaar."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,(v) De curator is noch door Mefigro noch door [eiser 2] in het bezit gesteld van enige administratie van Vlimeta. De laatst opgemaakte en gepubliceerde jaarrekening van Vlimeta betreft het jaar 1991.
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,3.2 De curator vordert dat Mefigro en [eiser 2] hoofdelijk zullen worden veroordeeld te betalen het bedrag van de schulden van Vlimeta voorzover die niet door vereffening van de overige baten van Vlimeta kunnen worden voldaan.
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"De curator stelt daartoe, verwijzend naar de inschrijving in het Handelsregister, dat [eiser 2] sinds 8 februari 1990 enig bestuurder is van Vlimeta en dat Mefigro, gelet op de managementovereenkomst en de hoogte van de overeengekomen managementfee, moet worden gezien als bestuurder van Vlimeta in de zin van art. 2:248 lid 7 BW. [Eiser 2] en Mefigro hebben, aldus de curator, niet voldaan aan de verplichtingen voortvloeiende uit de art. 2:10 BW en 2:394 BW, zodat zij hun taak als bestuur van Vlimeta onbehoorlijk hebben vervuld en wordt vermoed dat die onbehoorlijke taakvervulling een belangrijke oorzaak van het faillissement is. Zij zijn daarom aansprakelijk voor het bedrag van de schulden van Vlimeta voor zover die niet door vereffening van de overige baten kunnen worden voldaan. De hoogte van dit bedrag kan volgens de curator nog niet worden vastgesteld."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"Bij tussenvonnis heeft de Rechtbank zowel de stelling van [eiser 2] dat hij geen bestuurder is van Vlimeta als de stelling van Mefigro dat zij niet kan worden beschouwd als beleidsbepaler in de zin van art. 2:248 lid 7 verworpen. In aanmerking nemende dat niet is voldaan aan de verplichtingen, voortvloeiend uit de art. 2:10 en 2:394, heeft de Rechtbank [eiser 2] en Mefigro in de gelegenheid gesteld zich uit te laten over de vraag op welke wijze zij het bewijs willen leveren dat het faillissement van Vlimeta niet in belangrijke mate is veroorzaakt door hun onbehoorlijke taakvervulling en hen bij een volgend tussenvonnis toegelaten dat te bewijzen."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"3.3 In rov. 3 van het bestreden arrest heeft het Hof het volgende overwogen naar aanleiding van de klacht in de grieven 1 en 2 dat de Rechtbank het verweer van [eiser 2] dat hij geen bestuurder van Vlimeta is en derhalve niet als zodanig aansprakelijk kan worden gesteld, heeft verworpen."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"""Ook in hoger beroep staat als niet bestreden vast dat [eiser 2] als bestuurder van Vlimeta ingeschreven staat in het handelsregister en dat de opgave aan de Kamer van Koophandel en Fabrieken te Middelburg waarop de inschrijving is gebaseerd door hemzelf is ondertekend. Reeds daarom behoeft hetgeen [eiser 2] nog heeft aangevoerd als niet terzake dienende geen bespreking."""
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"In aanmerking genomen dat de door het Hof bedoelde werkzaamheden alle administratieve, organisatorische en machineonderhoudswerkzaamheden van Vlimeta omvatten en dat, naar het Hof in cassatie onbestreden heeft vastgesteld, de managementovereenkomst ook daadwerkelijk is uitgevoerd, behoefde - anders dan het onderdeel betoogt - 's Hofs oordeel dat Mefigro bestuurder in de zin van art. 248 lid 7 was geen nadere motivering dan door het Hof is gegeven. Onderdeel 2, dat van een andere opvatting uitgaat, faalt derhalve."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"3.5 Onderdeel 3 klaagt dat het Hof in rov. 5 heeft geoordeeld ""dat Mefigro moet worden aangemerkt als bestuurder in de zin van art. 2:248 lid 7"" doch niet heeft vastgesteld dat Mefigro als zodanig heeft gefunctioneerd in de periode 28 september 1991 - 28 september 1994 en derhalve onvoldoende heeft gemotiveerd waarom Mefigro aansprakelijk is voor het tekort in het faillissement van Vlimeta."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"Art. 2:248 lid 6 bepaalt dat de vordering tot vergoeding van het ""tekort"" van art. 2:248 lid 1 slechts kan worden ingesteld op grond van onbehoorlijke taakvervulling in de periode van drie jaren voorafgaand aan het faillissement. Nu het Hof niet heeft vastgesteld dat Mefigro in de periode van drie jaren voorafgaande aan het faillissement van Vlimeta op grond van de tussen Mefigro en Vlimeta gesloten managementovereenkomst het beleid van de vennootschap (mede) heeft bepaald, heeft het zijn oordeel niet voldoende gemotiveerd. De klacht slaagt."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"3.6 Onderdeel 4 is voorgesteld voor het geval onderdeel 1 van het middel slaagt, te weten dat [eiser 2] voorshands niet als bestuurder van Vlimeta mag worden aangemerkt. Het onderdeel dient derhalve, gezien het hiervoor onder 3.3 overwogene, te worden behandeld. "
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta,"3.7 De Rechtbank heeft [eiser 2] en Mefigro toegelaten tot het bewijs dat het faillissement van Vlimeta niet in belangrijke mate is veroorzaakt door hun onbehoorlijke taakvervulling ""ook voor het overige"", derhalve afgezien van het niet-nakomen van de verplichtingen uit art. 2:10 en art. 2:394, waarbij dus de ""overige"" onbehoorlijke taakvervulling niet nader is gespecificeerd. Het Hof heeft zich met deze bewijsopdracht verenigd."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta B.V. (hierna: Vlimeta,"Bij vonnis van 28 september 1994 heeft de Rechtbank te Middelburg de besloten vennootschap Vlimeta B.V. (hierna: Vlimeta) failliet verklaard, met benoeming van verweerder in cassatie - verder te noemen: de curator - tot curator."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta op grond van de tussen Mefigro en Vlimeta,"Art. 2:248 lid 6 bepaalt dat de vordering tot vergoeding van het ""tekort"" van art. 2:248 lid 1 slechts kan worden ingesteld op grond van onbehoorlijke taakvervulling in de periode van drie jaren voorafgaand aan het faillissement. Nu het Hof niet heeft vastgesteld dat Mefigro in de periode van drie jaren voorafgaande aan het faillissement van Vlimeta op grond van de tussen Mefigro en Vlimeta gesloten managementovereenkomst het beleid van de vennootschap (mede) heeft bepaald, heeft het zijn oordeel niet voldoende gemotiveerd. De klacht slaagt."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta voorzover die niet door vereffening van de overige baten van Vlimeta,"Mefigro en [eiser 2] hoofdelijk, in die zin dat wanneer de één betaald heeft de ander zal zijn bevrijd, te veroordelen aan de curator te betalen het bedrag van de schulden van Vlimeta voorzover die niet door vereffening van de overige baten van Vlimeta kunnen worden voldaan, nader op te maken bij staat en te vereffenen volgens de wet, vermeerderd met de wettelijke rente met ingang van 24 mei 1995."
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta voorzover die niet door vereffening van de overige baten van Vlimeta,3.2 De curator vordert dat Mefigro en [eiser 2] hoofdelijk zullen worden veroordeeld te betalen het bedrag van de schulden van Vlimeta voorzover die niet door vereffening van de overige baten van Vlimeta kunnen worden voldaan.
ECLI:NL:HR:2001:AD4508,ECLI:NL:HR:2001:AD4508,Vlimeta. De laatst opgemaakte en gepubliceerde jaarrekening van Vlimeta,(v) De curator is noch door Mefigro noch door [eiser 2] in het bezit gesteld van enige administratie van Vlimeta. De laatst opgemaakte en gepubliceerde jaarrekening van Vlimeta betreft het jaar 1991.
ECLI:NL:CRVB:2002:AL1351,ECLI:NL:CRVB:2002:AL1351,LJN: AL1351,"LJN: AL1351, Centrale Raad van Beroep, 23-01-2002, 00/5627 REA"
ECLI:NL:CRVB:2002:AL1351,ECLI:NL:CRVB:2002:AL1351,"RSV 2002, 75","Databank: RSV 2002, 75"
ECLI:NL:HR:2002:AD9618,ECLI:NL:HR:2002:AD9618,Joral,a. nietig te verklaren het bestuursbesluit van Sundat Curaçao N.V. waarbij is besloten tot het aangaan met verweerster in cassatie - verder te noemen: Joral - van de managementovereenkomst welke op 17 april 1997 schriftelijk is vastgelegd en getekend;
ECLI:NL:HR:2002:AD9618,ECLI:NL:HR:2002:AD9618,Joral,c. Joral Management N.V. te veroordelen in de kosten van het geding.
ECLI:NL:HR:2002:AD9618,ECLI:NL:HR:2002:AD9618,Joral,Sundat Curaçao N.V. (hierna: Sundat) is niet verschenen. Joral Management N.V. (hierna: Joral) heeft de vordering bestreden.
ECLI:NL:HR:2002:AD9618,ECLI:NL:HR:2002:AD9618,Joral,Tegen dit vonnis heeft Joral hoger beroep ingesteld bij het Gemeenschappelijk Hof van Justitie van de Nederlandse Antillen en Aruba (hierna: het Hof).
